episode,p1_wins,p2_wins,draws,avg_game_length,epsilon,loss,q_value_mean,rolling_p1_wr,rolling_p2_wr,rolling_draw_wr,rolling_game_length,rolling_loss
116,0,1,0,20,0.7078532099706097,0.0,-0.030485772341489793,56.00000000000001,44.0,0.0,36.28,0.004523039758205414
117,1,0,0,21,0.7057296503406979,0.0,0.0003534192219376564,57.99999999999999,42.0,0.0,36.3,0.004523039758205414
118,0,1,0,57,0.7036124613896758,0.0,-0.01710615706230913,57.99999999999999,42.0,0.0,36.74,0.004523039758205414
119,0,1,0,70,0.7015016240055068,0.0,-0.03510364711932514,56.00000000000001,44.0,0.0,37.44,0.004523039758205414
120,0,1,0,31,0.6993971191334902,0.010899615474045277,-0.007198294358594077,54.0,46.0,0.0,36.76,0.004450603201985359
121,0,1,0,23,0.6972989277760897,0.0,-0.017667816206812858,54.0,46.0,0.0,36.66,0.004450603201985359
122,1,0,0,41,0.6952070309927615,0.0,-0.005571801872814403,54.0,46.0,0.0,36.82,0.004450603201985359
123,1,0,0,16,0.6931214098997832,0.0,-0.003620103746652603,54.0,46.0,0.0,36.62,0.004450603201985359
124,1,0,0,14,0.6910420456700839,0.0,0.02947552502155304,56.00000000000001,44.0,0.0,36.66,0.004450603201985359
125,1,0,0,5,0.6889689195330736,0.015837304294109344,0.007930200546979904,57.99999999999999,42.0,0.0,35.78,0.004353185445070267
126,0,1,0,16,0.6869020127744744,0.0,0.031071588397026062,57.99999999999999,42.0,0.0,35.62,0.004353185445070267
127,0,1,0,28,0.684841306736151,0.0,-0.0031088190153241158,56.00000000000001,44.0,0.0,36.06,0.004353185445070267
128,0,1,0,37,0.6827867828159425,0.0,0.01258127178464617,54.0,46.0,0.0,35.42,0.004353185445070267
129,1,0,0,15,0.6807384224674947,0.0,0.0022211745381355286,56.00000000000001,44.0,0.0,34.58,0.004353185445070267
130,1,0,0,26,0.6786962072000923,0.030616383999586105,0.009639319564614977,56.00000000000001,44.0,0.0,34.52,0.004372896254062652
131,1,0,0,50,0.676660118578492,0.0,-0.00794469423237301,57.99999999999999,42.0,0.0,34.3,0.004372896254062652
132,0,1,0,55,0.6746301382227565,0.0,0.023549150923887888,57.99999999999999,42.0,0.0,34.7,0.004372896254062652
133,1,0,0,8,0.6726062478080883,0.0,0.022892944514751434,57.99999999999999,42.0,0.0,34.3,0.004372896254062652
134,0,1,0,41,0.6705884290646641,0.0,0.0022206354886293413,57.99999999999999,42.0,0.0,34.8,0.004372896254062652
135,0,1,0,44,0.66857666377747,0.017451416701078415,0.0036925761960446835,56.00000000000001,44.0,0.0,34.66,0.004107529781758785
136,1,0,0,32,0.6665709337861376,0.0,0.02729288786649704,57.99999999999999,42.0,0.0,34.9,0.004107529781758785
137,0,1,0,18,0.6645712209847792,0.0,-0.0004871644079685211,56.00000000000001,44.0,0.0,34.18,0.004107529781758785
138,0,1,0,51,0.6625775073218249,0.0,0.032014937698841096,56.00000000000001,44.0,0.0,34.72,0.004107529781758785
139,0,1,0,36,0.6605897747998594,0.0,-0.0018622356777389844,56.00000000000001,44.0,0.0,34.96,0.004107529781758785
140,0,1,0,29,0.6586080054754598,0.006873452104628086,0.00041446536779403685,56.00000000000001,44.0,0.0,34.1,0.003553218003362417
141,1,0,0,40,0.6566321814590335,0.0,0.03389189143975576,56.00000000000001,44.0,0.0,34.44,0.003553218003362417
142,0,1,0,28,0.6546622849146564,0.0,-0.0037289928983558307,56.00000000000001,44.0,0.0,34.24,0.003553218003362417
143,0,1,0,18,0.6526982980599124,0.0,0.008236443623900414,56.00000000000001,44.0,0.0,34.24,0.003553218003362417
144,0,1,0,32,0.6507402031657327,0.0,0.005593193487988578,54.0,46.0,0.0,34.36,0.003553218003362417
145,1,0,0,23,0.6487879825562355,0.032839275896549225,0.00854252204298973,54.0,46.0,0.0,33.56,0.003984509091824293
146,1,0,0,48,0.6468416186085668,0.0,-0.00775237035538469,54.0,46.0,0.0,33.0,0.003984509091824293
147,0,1,0,17,0.6449010937527411,0.0,-0.011972225457429885,52.0,48.0,0.0,32.68,0.003984509091824293
148,0,1,0,15,0.6429663904714829,0.0,0.0174614742398262,52.0,48.0,0.0,32.56,0.003984509091824293
149,0,1,0,30,0.6410374913000684,0.0,0.019263444675339594,50.0,50.0,0.0,32.48,0.003984509091824293
150,1,0,0,40,0.6391143788261682,0.010264321230351925,-0.03515465029825767,52.0,48.0,0.0,32.44,0.0036304073780775072
151,1,0,0,21,0.6371970356896897,0.0,0.02474054545164108,54.0,46.0,0.0,31.74,0.0036304073780775072
152,1,0,0,71,0.6352854445826206,0.0,0.009387415647506715,54.0,46.0,0.0,32.28,0.0036304073780775072
153,0,1,0,16,0.6333795882488727,0.0,0.029091900835434597,52.0,48.0,0.0,31.62,0.0036304073780775072
154,1,0,0,36,0.6314794494841262,0.0,-0.026605554211598176,52.0,48.0,0.0,31.46,0.0036304073780775072
155,0,1,0,31,0.6295850111356738,0.013295219279825687,0.002025199051086719,50.0,50.0,0.0,31.9,0.0033491737581789493
156,0,1,0,25,0.6276962561022668,0.0,-0.027786796912550926,48.0,52.0,0.0,31.2,0.0033491737581789493
157,1,0,0,13,0.62581316733396,0.0,0.002751260995864868,50.0,50.0,0.0,31.12,0.0033491737581789493
158,1,0,0,29,0.623935727831958,0.0,-0.007578964862558577,50.0,50.0,0.0,30.58,0.0033491737581789493
159,0,1,0,36,0.6220639206484622,0.0,0.006251140630670956,50.0,50.0,0.0,30.58,0.0033491737581789493
160,1,0,0,30,0.6201977288865168,0.039397694170475006,-0.003625999563015424,50.0,50.0,0.0,30.62,0.0036565185897052288
161,1,0,0,19,0.6183371356998573,0.0,-0.01870040934194218,50.0,50.0,0.0,30.46,0.0036565185897052288
162,0,1,0,22,0.6164821242927577,0.0,-0.028005848742193647,48.0,52.0,0.0,29.96,0.0036565185897052288
163,0,1,0,39,0.6146326779198794,0.0,-0.026932783086191524,46.0,54.0,0.0,30.22,0.0036565185897052288
164,0,1,0,26,0.6127887798861198,0.0,-0.012817285541031096,44.0,56.00000000000001,0.0,30.34,0.0036565185897052288
165,1,0,0,12,0.6109504135464614,0.013951487839221954,0.02345065027475357,44.0,56.00000000000001,0.0,30.02,0.0038285234197974207
166,0,1,0,31,0.609117562305822,0.0,0.017104089570542175,44.0,56.00000000000001,0.0,30.24,0.0038285234197974207
167,0,1,0,30,0.6072902096189046,0.0,-0.006179602816700935,42.0,57.99999999999999,0.0,30.42,0.0038285234197974207
168,0,1,0,23,0.6054683389900478,0.0,0.013808043984075388,42.0,57.99999999999999,0.0,29.74,0.0038285234197974207
169,1,0,0,24,0.6036519339730777,0.0,-0.011548423970287497,44.0,56.00000000000001,0.0,28.82,0.0038285234197974207
170,1,0,0,73,0.6018409781711584,0.0398189052939415,0.012747169206185,46.0,54.0,0.0,29.66,0.004406909216195345
171,0,1,0,42,0.6000354552366449,0.0,-0.008195369726135618,46.0,54.0,0.0,30.04,0.004406909216195345
